id,Name,Released,Members,Race,Location,Leagueregion,Gender,Examine,NPC ID,Link,chathead_url,body_url,Options,lat,lon,Quest,Removal,Shop,Also called,Combat level,Respawn time,Size
1077,Unnamed troll child,23 October 2006 ( Update ),Yes,Troll,Mountain near Troll Stronghold,Asgarnia ✓,Male,A little troll who has no name.,759,MOID,https://oldschool.runescape.wiki/images/Drunken_Dwarf%27s_Leg_chathead.png,https://oldschool.runescape.wiki/images/Drunken_Dwarf%27s_Leg.png,None,3696,2836,My Arm's Big Adventure,,,,,,
1078,Drunken soldier,16 June 2021 ( Update ),Yes,Human,The Cloak and Stagger,Kourend ✓,Male,I think he's had one too many.,11048,MOID,https://oldschool.runescape.wiki/images/Drunken_soldier_chathead.png,https://oldschool.runescape.wiki/images/Drunken_soldier.png,Talk-to,3565,1551,,,,,,,
1079,Dryad,25 October 2023 ( Update ),Yes,,Forestry events,General ✓,,Twiggy.,12519,MOID,https://oldschool.runescape.wiki/images/Dryad_chathead.png,https://oldschool.runescape.wiki/images/Dryad.png,Talk-to,,,,,,,,,
1080,Dryad,29 March 2004 ( Update ),? (edit),Dryad,? (edit),N/A,Female,A wood nymph.,2828,MOID,,https://oldschool.runescape.wiki/images/Dryad_%28unused%29.png,None,,,,,,,1,,
1081,Duck,16 December 2021 ( Update ),No,Bird,Falador Park,N/A,Female,They wish you a marry quackmas and a quackly new year.,hist11261,MOID,https://oldschool.runescape.wiki/images/thumb/Squire_%28Christmas%29_chathead.png/21px-Squire_%28Christmas%29_chathead.png,https://oldschool.runescape.wiki/images/Duck_%282021_Christmas_event%29.png,None,,,,5 January 2022 ( Update ),,,,,
1082,Duck,19 November 2025 ( Update ),Yes,,Buccaneers' Haven,N/A,,This guy looks to know his way around the oceans.,14808,MOID,,https://oldschool.runescape.wiki/images/Duck_%28Buccaneers%27_Haven%29.png,,,,,,,,,,
1083,Duck,9 July 2007 ( Update ),No,Bird,Varies,,Female,Waddle waddle waddle quack.,2003,MOID,,https://oldschool.runescape.wiki/images/Duck_%28Common%29.png,None,,,,,,,,,
1084,Duck,19 November 2025 ( Update ),Yes,Duck,Catherby,Kandarin ✓,,A friendly duck.,14951,MOID,https://oldschool.runescape.wiki/images/thumb/Arhein_chathead.png/27px-Arhein_chathead.png,https://oldschool.runescape.wiki/images/Duck_%28Current_Affairs%29.png,,,,Current Affairs,,,,,,
1085,Duck,17 November 2016 ( Update ),Yes,Bird,Kourend Woodland,Kourend ✓,,Quack?,7473,MOID,https://oldschool.runescape.wiki/images/thumb/Buneir_chathead.png/27px-Buneir_chathead.png,https://oldschool.runescape.wiki/images/Duck_%28Kourend_Woodland%29.png,,3467,1504,,,,,,,
1086,Duck,9 December 2020 ( Update ),Yes,Bird,Soul Wars Lobby,Misthalin ✓,,Quackers.,10546,MOID,https://oldschool.runescape.wiki/images/thumb/Nomad_chathead.png/33px-Nomad_chathead.png,https://oldschool.runescape.wiki/images/Duck_%28Soul_Wars%2C_1%29.png,,,,,,,,,,
1087,Ducklings,9 July 2007 ( Update ),No,Bird,Various,,,"Aww, cute.",2002,MOID,,https://oldschool.runescape.wiki/images/Ducklings.png,None,,,,,,,,,
1088,Duel Guide,6 July 2022 ( Update ),No,Human,Emir's Arena,Desert ✓,Female,"Exsbo, Your [ sic ] guide to Duels.",11673,MOID,https://oldschool.runescape.wiki/images/Duel_Guide_chathead.png,https://oldschool.runescape.wiki/images/Duel_Guide.png,Talk-to,3268,3367,,,,,,,
1089,Duelist,20 March 2024 ( Update ),Yes,,Fortis Colosseum,Varlamore ✓,,He's trying to get back to something.,12843,MOID,https://oldschool.runescape.wiki/images/thumb/Minimus_chathead.png/25px-Minimus_chathead.png,https://oldschool.runescape.wiki/images/Duelist.png,,9529,1825,,,,,,,
1090,Dugopul,6 December 2004 ( Update ),Yes,Monkey,Ape Atoll,Kandarin ✓,Male,A large hairy monkey with a spade.,5245,MOID,https://oldschool.runescape.wiki/images/Dugopul_chathead.png,https://oldschool.runescape.wiki/images/Dugopul.png,Talk-to,2745,2801,,,,,,,
1091,Duke,10 December 2024 ( Update ),No,Dog,Varrock south entrance,Misthalin ✓,Male,Charlie's best friend!,"14169, hist14168",MOID,https://oldschool.runescape.wiki/images/Duke_%28Dog%2C_dressed%29_chathead.png,https://oldschool.runescape.wiki/images/Duke_%28dog%29.png,Pet,,,,? (edit),,,,,
1092,Duke,6 May 2016 ( Update ),Yes,Monkey,Ape Atoll,Kandarin ✓,Male,A large ninja monkey wielding two scimitars.,7176,MOID,https://oldschool.runescape.wiki/images/thumb/Turael_chathead.png/40px-Turael_chathead.png,https://oldschool.runescape.wiki/images/Duke.png,Talk-to,2765,2729,,,,,,,
1093,Duke Horacio,23 September 2001 ( Update ),No,Human,Lumbridge Castle,Misthalin ✓,Male,Duke Horacio of Lumbridge.,"815,5327,8051,11024",MOID,https://oldschool.runescape.wiki/images/Duke_Horacio_chathead.png,https://oldschool.runescape.wiki/images/Duke_Horacio.png,Talk-to,3222,3211,• Rune Mysteries • Dragon Slayer I • Recipe for Disaster • The Ides of Milk,,,Duke of Lumbridge,,,
1094,Duke Horacio,17 February 2021 ( Update ),No,Human,Lumbridge Castle ground floor [ UK ] 1 st floor [ US ],N/A,Male,Duke Horacio of Lumbridge.,"hist6817,hist10569",MOID,https://oldschool.runescape.wiki/images/Duke_Horacio_chathead.png,https://oldschool.runescape.wiki/images/Duke_Horacio.png,,3222,3208,2021 Birthday event,17 March 2021 ( Update ),,Duke of Lumbridge,,,
1095,Duke Rabbacio,2 April 2020 ( Update ),No,Rabbit,Western Bunbridge,N/A,Male,Duke Rabbacio of Bunbridge.,hist9475,MOID,https://oldschool.runescape.wiki/images/Duke_Rabbacio_chathead.png,https://oldschool.runescape.wiki/images/Duke_Rabbacio.png,,,,,16 April 2020 ( Update ),,,,,
1096,Dumpy,15 September 2016 ( Update ),Yes,Dwarf,Blast Furnace,Fremennik ✓,Male,"Conveniently, he's big enough to stoke the boiler.","7386,7387",MOID,https://oldschool.runescape.wiki/images/Dumpy_chathead.png,https://oldschool.runescape.wiki/images/Dumpy.png,Talk-to,4965,1950,,,,,,,
1097,Dunce,17 July 2007 ( Update ),No,Demon,Surprise Exam random event,General ✓,,This imp is clearly the class clown.,5503,MOID,https://oldschool.runescape.wiki/images/Dunce_chathead.png,https://oldschool.runescape.wiki/images/Dunce_%28Surprise_Exam%29.png,None,5020,1890,,,,,,,
1098,Dung,9 August 2004 ( Update ),Yes,Troll,Death Plateau,Asgarnia ✓,Male,Human is his speciality.,929,MOID,https://oldschool.runescape.wiki/images/thumb/Burntmeat_chathead.png/25px-Burntmeat_chathead.png,https://oldschool.runescape.wiki/images/Dung.png,,3591,2865,My Arm's Big Adventure,,,,,,
1099,Dunstan,9 August 2004 ( Update ),Yes,Human,Burthorpe,Asgarnia ✓,Male,Smithy for Burthorpe.,4105,MOID,https://oldschool.runescape.wiki/images/Dunstan_chathead.png,https://oldschool.runescape.wiki/images/Dunstan.png,Talk-to,3574,2919,"Death Plateau , Troll Stronghold , Troll Romance , Desert Treasure I",,,,,,
1100,Duradel,26 January 2005 ( Update ),Yes,Human,Shilo Village,Karamja ✓,Male,He looks dangerous!,13622,MOID,https://oldschool.runescape.wiki/images/Duradel_chathead.png,https://oldschool.runescape.wiki/images/Duradel.png,"Talk-to, Assignment, Trade, Rewards",2982,2869,,,"Slayer Equipment , Slayer Rewards",,,,
1101,Durgok,20 March 2007 ( Update ),Yes,Dorgeshuun,Dorgesh-Kaan market,Misthalin ✓,Male,Sells cave goblin fast food.,2310,MOID,https://oldschool.runescape.wiki/images/Durgok_chathead.png,https://oldschool.runescape.wiki/images/Durgok.png,Talk-to,5322,2714,,,Frogburgers,,,,
1102,Durrik,19 November 2025 ( Update ),Yes,Dwarf,Deepfin Mine,N/A,Male,He has an odd look in his eye.,"15410,15411",MOID,https://oldschool.runescape.wiki/images/Durrik_chathead.png,https://oldschool.runescape.wiki/images/Durrik.png,"Talk-to, Trade",,,,,Durrik's Goods,,,,
1103,Dusty Aliv,14 July 2021 ( Update ),Yes,Skeleton,Smoke Dungeon,Desert ✓,,A dusty old skull.,11161,MOID,https://oldschool.runescape.wiki/images/Dusty_Aliv_chathead.png,https://oldschool.runescape.wiki/images/Dusty_Aliv.png,Talk-to,9364,3191,,,,,,,
1104,Dusuri,17 March 2021 ( Update ),Yes,Dwarf,Mining Guild,Asgarnia ✓,Male,He has a keen interest in stars.,"10630,10631",MOID,https://oldschool.runescape.wiki/images/Dusuri_chathead.png,https://oldschool.runescape.wiki/images/Dusuri.png,"Talk-to, Trade",3341,3022,,,Dusuri's Star Shop,,,,
1105,Dwarf,21 June 2006 ( Update ),Yes,Dwarf,"Lumbridge , Groats' Farm",Misthalin ✓,Male,He delivers the goods.,4512,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28Death_to_the_Dorgeshuun%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28Death_to_the_Dorgeshuun%29.png,Talk-to,3288,3224,Death to the Dorgeshuun,,,,,,
1106,Dwarf,19 November 2025 ( Update ),Yes,Dwarf,Deepfin Point,N/A,Male,A dwarven worker.,15396,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28Deepfin_Point%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28Deepfin_Point%29.png,Talk-to,,,,,,,,,
1107,Dwarf,6 April 2001 ( Update ),No,Dwarf,Dwarven Mine,Asgarnia ✓,Male,I wonder if he wants to buy my junk?,5904,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28Dwarven_shopping_store%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28Dwarven_shopping_store%29.png,"Talk-to, Trade",9828,2994,,,Dwarven shopping store,,,,
1108,Dwarf,10 January 2024 ( Update ),Yes,Dwarf ( Imcando-descendant ),Lovakengj,Kourend ✓,Female,A dwarf of Lovakengj.,12708,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28Lovakengj%2C_1%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28Lovakengj%2C_1%29.png,Talk-to,3747,1453,,,,,,,
1109,Dwarf,13 August 2001 ( Update ),No,Dwarf,Mining Guild,Asgarnia ✓,Male,A dwarf who looks after the mining guild.,7712,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28Mining_Guild%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28Mining_Guild%29.png,Talk-to,9758,3045,,,,,,,
1110,Dwarf,22 June 2017 ( Update ),Yes,Dwarf,Motherlode Mine,Asgarnia ✓,Male,A dwarf who looks after the mining guild.,7721,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28Motherlode_Mine%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28Motherlode_Mine%29.png,Talk-to,5678,3719,,,,,,,
1111,Dwarf,24 April 2007 ( Update ),Yes,Dwarf,Dorgesh-Kaan–Keldagrim train system,Misthalin ✓ Fremennik ✓,,A dwarf from Keldagrim.,5170,MOID,https://oldschool.runescape.wiki/images/Dwarf_%28train_station%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarf_%28train_station%29.png,Talk-to,5544,2462,,,,,,,
1112,Dwarven Boatman,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,"You cannot see his ship, but presumably he has one.",7726,MOID,https://oldschool.runescape.wiki/images/Dwarven_Boatman_chathead.png,https://oldschool.runescape.wiki/images/Dwarven_Boatman.png,"Talk-to, Travel",10131,2842,The Giant Dwarf,,,,,,
1113,Dwarven Boatman,21 March 2005 ( Update ),Yes,Dwarf,Keldagrim south-west mine,Fremennik ✓,Male,He seems to be in charge of the ship on the river.,4898,MOID,https://oldschool.runescape.wiki/images/Dwarven_Boatman_%28ore_hauler%29_chathead.png,https://oldschool.runescape.wiki/images/Dwarven_Boatman_%28ore_hauler%29.png,,10166,2873,,,,,,,
1114,Dwarven Engineer,21 March 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,A short angry guy.,4893,MOID,https://oldschool.runescape.wiki/images/Dwarven_Engineer_chathead.png,https://oldschool.runescape.wiki/images/Dwarven_Engineer.png,Talk-to,10201,2871,Between a Rock...,,,,,,
1115,Dwarven Ferryman,21 March 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,It's probably you who will be paying the ferryman.,4896,MOID,https://oldschool.runescape.wiki/images/Dwarven_Ferryman_chathead.png,https://oldschool.runescape.wiki/images/Dwarven_Ferryman.png,"Talk-to, Travel",10130,2839,,,,,,,
1116,Dwarven Miner,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,He carries a heavy load. He's delivered his ores.,"2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448",MOID,https://oldschool.runescape.wiki/images/Dwarven_Miner_chathead.png,https://oldschool.runescape.wiki/images/Dwarven_Miner.png,,10184,2943,,,,,,,
1117,Dylan,14 December 2016 ( Update ),No,Dwarf,Christmas Factory,N/A,Male,Works hard at whatever it is he does.,hist7497,MOID,https://oldschool.runescape.wiki/images/Dylan_chathead.png,https://oldschool.runescape.wiki/images/Dylan.png,,,,,5 January 2017 ( Update ),,,,,
1118,Eadgar,24 August 2004 ( Update ),Yes,Human,Summit of Trollheim ( Trollheim Teleport ),Asgarnia ✓,Male,A rather mad-looking hermit.,4118,MOID,https://oldschool.runescape.wiki/images/Eadgar_chathead.png,https://oldschool.runescape.wiki/images/Eadgar.png,Talk-to,3679,2890,Troll Stronghold Eadgar's Ruse,,Goat stew in exchange for some logs .,,,,
1119,Eagle,21 November 2006 ( Update ),Yes,Bird,Eagles' Peak,Kandarin ✓,,"A very large, very dangerous-looking birdy.","286,5317,14956",MOID,,https://oldschool.runescape.wiki/images/Eagle.png,None,3488,2326,,,,,,,
1120,Eagle,28 November 2006 ( Update ),Yes,Bird,Eagles' Peak,Kandarin ✓,Female,It seems to be protecting the nest.,1490,MOID,https://oldschool.runescape.wiki/images/thumb/Charlie_chathead.png/35px-Charlie_chathead.png,https://oldschool.runescape.wiki/images/Eagle_%28giant%29.png,Walk-past,4954,2007,Eagles' Peak,,,,,,
1121,Eagle ray,19 November 2025 ( Update ),Yes,,Varies,N/A,,"Couldn't fly, and now never will.",15215,MOID,,https://oldschool.runescape.wiki/images/Eagle_ray_%28defeated%29.png,Harvest,,,,,,,44,,
1122,Eagle spirit,23 July 2025 ( Update ),Yes,,Auburn Valley,Varlamore ✓,,The spirit of an eagle.,"14586,14591",MOID,https://oldschool.runescape.wiki/images/thumb/Ranulph_chathead.png/33px-Ranulph_chathead.png,https://oldschool.runescape.wiki/images/Eagle_spirit.png,,,,,,,,,,
1123,'Eagle-eye' Shultz,24 July 2006 ( Update ),Yes,Human,Pirates' Cove,Fremennik ✓,Male,A keen-eyed lookout with a telescope.,3859,MOID,https://oldschool.runescape.wiki/images/%27Eagle-eye%27_Shultz_chathead.png,https://oldschool.runescape.wiki/images/%27Eagle-eye%27_Shultz.png,Talk-to,3813,2225,Lunar Diplomacy,,,,,,
1124,Earth spell,10 July 2024 ( Update ),Yes,,Black Knight Catacombs (fight with Surok ),N/A,,A powerful earth spell.,13505,MOID,https://oldschool.runescape.wiki/images/thumb/Guardian_of_Armadyl_%28messenger%29_chathead.png/23px-Guardian_of_Armadyl_%28messenger%29_chathead.png,https://oldschool.runescape.wiki/images/Earth_spell_%28NPC%29.png,Attack,,,While Guthix Sleeps,,,,,,
1125,Earthen shield,23 July 2025 ( Update ),Yes,,Doom of Mokhaiotl,Varlamore ✓,,Earth magic manipulated into a protective barrier.,14715,MOID,,https://oldschool.runescape.wiki/images/Earthen_shield.png,,,,,,,,,,
1126,Earwen,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Female,"Somewhere over the city, way up high.",9110,MOID,https://oldschool.runescape.wiki/images/Earwen_chathead.png,https://oldschool.runescape.wiki/images/Earwen.png,"Talk-to, Pickpocket",6042,3284,,,,,,,
1127,Easter Bunny,26 March 2013 ( Update ),No,Rabbit,South of Falador,N/A,Male,He's lucky it isn't rabbit season.,removed,MOID,https://oldschool.runescape.wiki/images/Easter_Bunny_chathead.png,https://oldschool.runescape.wiki/images/Easter_Bunny.png,? (edit),,,,8 April 2013 ( Update ),,Harvey,,,
1128,Easter Bunny,21 March 2005 ( Update ),No,Rabbit,South of Falador,N/A,Female,Cute and friendly.,removed,MOID,https://oldschool.runescape.wiki/images/Easter_Bunny_%28historical%29_chathead.png,https://oldschool.runescape.wiki/images/Easter_Bunny_%28historical%29.png,Talk-to,,,,4 April 2005 ( Update ),,,,,
1129,Easter Duck,10 April 2014 ( Update ),No,Bird,Easter Bunny 's burrow,N/A,,"Easter's got chickens, so why not a duck?",hist6589,MOID,https://oldschool.runescape.wiki/images/thumb/Easter_Bunny_%282014_Easter_event%29_chathead.png/34px-Easter_Bunny_%282014_Easter_event%29_chathead.png,https://oldschool.runescape.wiki/images/Easter_Duck.png,,,,,1 May 2014 ( Update ),,,,,
1130,Easter egg,1 April 2013 ( Update ),No,,Varies,N/A,,? (edit),hist6204,MOID,,https://oldschool.runescape.wiki/images/Easter_egg_%282013_April_Fools%29.png,Take,,,2013 April Fools,4 April 2013 ( Update ),,,,,
1131,Easter egg,21 July 2013,No,,Varies,N/A,,? (edit),hist6246,MOID,https://oldschool.runescape.wiki/images/thumb/Dommik_chathead.png/26px-Dommik_chathead.png,https://oldschool.runescape.wiki/images/Easter_egg_%282013_Rare_Drops%29.png,Take,,,2013 Rare Drops,28 July 2013 (Update unknown),,,,,
1132,Easter egg bird,10 April 2014 ( Update ),No,Bird,Easter Bunny 's Burrow,N/A,,This bird looks overworked and underpaid!,"hist6573,hist5606",MOID,https://oldschool.runescape.wiki/images/Easter_egg_bird_chathead.png,https://oldschool.runescape.wiki/images/Easter_egg_bird.png,,,,,1 May 2014 ( Update ),,,,,
1133,Easter ring,28 July 2013,No,,Varies,N/A,,? (edit),hist6247,MOID,https://oldschool.runescape.wiki/images/thumb/Dommik_chathead.png/26px-Dommik_chathead.png,https://oldschool.runescape.wiki/images/Easter_ring_%282013_Rare_Drops%29.png,Take,,,2013 Rare Drops,5 August 2013 (Update unknown),,,,,
1134,Ebenezer1843,13 December 2022 ( Update ),No,Human,? (edit),N/A,Male,Looks very grumpy,hist11982,MOID,https://oldschool.runescape.wiki/images/thumb/Guss_Mistletoad_chathead.png/20px-Guss_Mistletoad_chathead.png,https://oldschool.runescape.wiki/images/Ebenezer1843.png,Throw-snowball,,,,11 January 2023 ( Update ),,,100,,
1135,Eblis,18 April 2005 ( Update ),Yes,Human,South-east of Bandit Camp,Desert ✓,Male,A very distinguished looking man.,689,MOID,https://oldschool.runescape.wiki/images/Eblis_chathead.png,https://oldschool.runescape.wiki/images/Eblis.png,Talk-to,2955,3214,Desert Treasure I,,Ancient staff (one-time only),,,,
1136,Ecatl,23 July 2025 ( Update ),Yes,Human,Kastori,Varlamore ✓,Male,A retired mage who now runs the local mill.,14232,MOID,https://oldschool.runescape.wiki/images/Ecatl_chathead.png,https://oldschool.runescape.wiki/images/Ecatl.png,Talk-to,3043,1390,,,,,,,
1137,Ed,8 September 2016 ( Update ),Yes,Human,Unmarked Grave,Kourend ✓,Male,He seems to be looking for something.,9019,MOID,https://oldschool.runescape.wiki/images/Ed_chathead.png,https://oldschool.runescape.wiki/images/Ed_%28Unmarked_Grave%29.png,Talk-to,3951,1578,,,,,,,
1138,Ed Wood,29 May 2007 ( Update ),Yes,Human,Digsite,Misthalin ✓,Male,Likes the straight and narrow.,1939,MOID,https://oldschool.runescape.wiki/images/Ed_Wood_chathead.png,https://oldschool.runescape.wiki/images/Ed_Wood.png,Talk-to,3445,3321,,,,,,,
1139,Edmond,27 August 2002 ( Update ),Yes,Human,East Ardougne,Kandarin ✓,Male,A local civilian.,4256,MOID,https://oldschool.runescape.wiki/images/Edmond_chathead.png,https://oldschool.runescape.wiki/images/Edmond.png,Talk-to,3334,2568,"Plague City , Song of the Elves",,,,,,
1140,Edmond,22 February 2005 ( Update ),No,Human,Bandit camp mine,Wilderness ✓,Male,A very brave merchant.,2202,MOID,https://oldschool.runescape.wiki/images/Edmond_%28merchant%29_chathead.png,https://oldschool.runescape.wiki/images/Edmond_%28merchant%29.png,"Talk-to, Trade",3809,3073,,,Edmond's Wilderness Cape Shop.,,,,
1141,Edrahil,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,He doesn't look like much of a gardener.,9078,MOID,https://oldschool.runescape.wiki/images/Edrahil_chathead.png,https://oldschool.runescape.wiki/images/Edrahil.png,"Talk-to, Pickpocket",6101,3298,,,,,,,
1142,Edward,22 February 2005 ( Update ),Yes,Human,Around the Rogues' Castle,Wilderness ✓,Male,A very brave merchant.,2199,MOID,https://oldschool.runescape.wiki/images/Edward_chathead.png,https://oldschool.runescape.wiki/images/Edward.png,"Talk-to, Trade",3934,3283,,,Edward's Wilderness Cape Shop.,,,,
1143,Eebel,7 August 2006 ( Update ),Yes,Gnome,Tree Gnome Stronghold,Kandarin ✓,Male,A gnome whom likes antiques.,2566,MOID,https://oldschool.runescape.wiki/images/Eebel_chathead.png,https://oldschool.runescape.wiki/images/Eebel.png,Talk-to,3416,2416,,,,,,,
