id_a,id_b,similarity,Name_a,Class_a,Location_a,Name_b,Class_b,Location_b
4002,4021,0.99378824,Tomas Lawry,Human,Port Piscarilius bank,Tostig,Human,Burthorpe
842,3299,0.9937841,Cooky Weasel,Human,Rabbit Hole,Richard,Human,Hosidius
1324,2146,0.99378216,Farmer,Human,Groats' farm,Joe,Human,Draynor Village jail
1885,2146,0.99378216,Hans,Human,Lumbridge,Joe,Human,Draynor Village jail
1324,3564,0.99378216,Farmer,Human,Groats' farm,Shop assistant,Human,Rimmington
1885,3564,0.99378216,Hans,Human,Lumbridge,Shop assistant,Human,Rimmington
1096,3163,0.9937725,Dumpy,Dwarf,Blast Furnace,Pumpy,Dwarf,Blast Furnace
2164,3833,0.99377096,Joshua,Human,Hemenster,Student,Human,Digsite
167,1915,0.9937558,Apprentice workman,Human,Falador,Head Servant,Human,? (edit)
1161,1236,0.99374324,Eldalote,Elf,Grand Library,Enelye,Elf,Prifddinas
127,399,0.9937327,Amos,Human,Port Roberts,Belle,Human,? (edit)
338,3274,0.99372995,Barlak,Dorgeshuun,Dorgesh-Kaan,Reldak,Dorgeshuun,Dorgesh-Kaan
777,780,0.9937193,Citizen,Human,Aldarin,Citizen,Human,Civitas illa Fortis
780,1352,0.9937193,Citizen,Human,Civitas illa Fortis,Felius,Human,Twilight Temple
426,622,0.9937035,Bill Teach,Human,Port Phasmatys / The Other Inn,Captain Emmemji,Human,South of Draynor Village
2302,2725,0.993693,Kruk,Monkey,Ape Atoll,Monkey Archer,Monkey,Tree Gnome Stronghold
2302,2627,0.993693,Kruk,Monkey,Ape Atoll,Medium ninja monkey,Monkey,Ape Atoll
2302,3694,0.993693,Kruk,Monkey,Ape Atoll,Small ninja monkey,Monkey,Ape Atoll
478,2302,0.993693,Bobawu,Monkey,Ape Atoll Agility Course,Kruk,Monkey,Ape Atoll
737,2660,0.99368215,Cheryl,Human,Port Piscarilius,Mia,Human,Shayzien
2310,2660,0.99368215,Lacey,Human,Mansion in a faraway island.,Mia,Human,Shayzien
2660,3040,0.9936818,Mia,Human,Shayzien,Petra Fiyed,Human,Goblin Cave
2052,4392,0.9936651,Inga,Human,Rellekka,Yrsa,Human,Rellekka
167,410,0.99365884,Apprentice workman,Human,Falador,Bert,Human,Yanille
1836,4191,0.9936584,Gunslik,Dwarf,Western Keldagrim,Vestri,Dwarf,Near White Wolf Mountain
2161,4191,0.9936584,Jorra,Dwarf ( Imcando-descendant ),Lovakengj Assembly,Vestri,Dwarf,Near White Wolf Mountain
3309,4191,0.9936584,Riki the sculptor's model,Dwarf,Keldagrim,Vestri,Dwarf,Near White Wolf Mountain
842,3969,0.9936403,Cooky Weasel,Human,Rabbit Hole,Thrander,Human,Realm of Memories
504,3051,0.9936185,Boy,Human,Taverley,Philipe Carnillean,Human,East Ardougne
858,3299,0.99361384,Councillor Andrews,Human,Kourend Castle,Richard,Human,Hosidius
1257,1709,0.9935933,Erasmus,Human,Lumbridge,Gossip,Human,Sinclair Mansion
158,360,0.9935921,Antos,Human,Auburnvale,Bartender,Human,Nemus Retreat
2434,3973,0.9935919,Logosia,Citizen of Arceuus,Arceuus Library,Thyria,Citizen of Arceuus,Arceuus
2704,3973,0.9935919,Mofina,Citizen of Arceuus,Arceuus church,Thyria,Citizen of Arceuus,Arceuus
2039,3973,0.9935919,Imerominia,Citizen of Arceuus,Library Historical Archive,Thyria,Citizen of Arceuus,Arceuus
2705,3973,0.9935919,Mofina,Citizen of Arceuus,Lumbridge Castle,Thyria,Citizen of Arceuus,Arceuus
1678,3973,0.9935919,Gnosi,Citizen of Arceuus,Mount Quidamortem,Thyria,Citizen of Arceuus,Arceuus
3202,4214,0.9935642,Radu,Human,Burgh de Rott,Vladimir,Human,Burgh de Rott
429,3299,0.9935627,Billy Rehnison,Human,West Ardougne,Richard,Human,Hosidius
3177,3299,0.9935627,Quartermaster,Human,Tyras Camp,Richard,Human,Hosidius
2318,3681,0.9935626,Lady Table,Human,Temple Knight Training Grounds,Slave,Human,Fight Arena
2228,2318,0.9935626,Kelvin,Human,Fight Arena,Lady Table,Human,Temple Knight Training Grounds
993,2318,0.9935626,Digsite workman,Human,Digsite and near Varrock Museum,Lady Table,Human,Temple Knight Training Grounds
2318,4052,0.993562,Lady Table,Human,Temple Knight Training Grounds,Tramp,Human,Varrock
289,2300,0.9935583,Banker,Citizen of Arceuus,Arceuus,Krato,Citizen of Arceuus,Library Historical Archive
750,3521,0.9935576,Child,,Kastori,Shas,Human,Auburnvale
754,3521,0.9935576,Child,,Tal Teklan,Shas,Human,Auburnvale
491,2940,0.993557,Boot,Dwarf,Dwarven Mines,Ordan,Dwarf,Keldagrim
491,3301,0.993557,Boot,Dwarf,Dwarven Mines,Richard Flintmaul,Dwarf,
491,1115,0.993557,Boot,Dwarf,Dwarven Mines,Dwarven Ferryman,Dwarf,Keldagrim
145,2497,0.99355245,Anita,Gnome,Tree Gnome Stronghold,Lumdo,Gnome,"Ape Atoll , Crash Island"
1836,2901,0.99353975,Gunslik,Dwarf,Western Keldagrim,Odmar,Dwarf,Keldagrim
2901,3309,0.99353975,Odmar,Dwarf,Keldagrim,Riki the sculptor's model,Dwarf,Keldagrim
2161,2901,0.99353975,Jorra,Dwarf ( Imcando-descendant ),Lovakengj Assembly,Odmar,Dwarf,Keldagrim
842,1559,0.9935286,Cooky Weasel,Human,Rabbit Hole,Gary,Human,Varrock
3069,3783,0.99351645,Piliar,Human,Port Piscarilius,Squire (Intermediate),Human,Void Knight Outpost boat
876,2086,0.99349153,Crafting tutor,Human,Lumbridge Castle,Jack,Human,Myths' Guild
362,2086,0.99349153,Bartender,Human,Port Sarim,Jack,Human,Myths' Guild
2086,3725,0.99349153,Jack,Human,Myths' Guild,Soldier,Human,Death Plateau (south)
4099,4101,0.9934828,TzHaar-Hur-Rin,TzHaar,Mor Ul Rek,TzHaar-Hur-Zal,TzHaar,Mor Ul Rek
4098,4100,0.9934828,TzHaar-Hur-Lek,TzHaar,Mor Ul Rek,TzHaar-Hur-Tel,TzHaar,Mor Ul Rek
4099,4100,0.9934828,TzHaar-Hur-Rin,TzHaar,Mor Ul Rek,TzHaar-Hur-Tel,TzHaar,Mor Ul Rek
4098,4101,0.9934828,TzHaar-Hur-Lek,TzHaar,Mor Ul Rek,TzHaar-Hur-Zal,TzHaar,Mor Ul Rek
2117,3826,0.9934802,Jeff,Human,Musa Point,Street urchin,Human,Pollnivneach
779,2198,0.9934697,Citizen,Dwarf ( Imcando-descendant ),Cam Torum,Kalko,Dwarf ( Imcando-descendant ),The Lost Pickaxe
783,2198,0.9934697,Citizen,Dwarf ( Imcando-descendant ),Mistrock,Kalko,Dwarf ( Imcando-descendant ),The Lost Pickaxe
842,4025,0.99345803,Cooky Weasel,Human,Rabbit Hole,Tourist,,"Civitas illa Fortis , Aldarin"
2195,4437,0.9934551,Kaiquir,Gnome,North of the Combat Training Camp,Zul-Cheray,Gnome,Zul-Andra
429,3969,0.9934416,Billy Rehnison,Human,West Ardougne,Thrander,Human,Realm of Memories
3177,3969,0.9934416,Quartermaster,Human,Tyras Camp,Thrander,Human,Realm of Memories
1502,4262,0.9934318,Frincos,Human,Entrana,Well-dressed man,Human,Aldarin
661,1139,0.99342704,Carpenter,Human,Sophanem,Edmond,Human,East Ardougne
858,3562,0.99342394,Councillor Andrews,Human,Kourend Castle,Shop assistant,Human,Lumbridge
1861,1862,0.99341995,Hairdresser,Human,Falador,Hairdresser,Human,Falador
528,2716,0.99341893,Brother Brace,Human,Tutorial Island,Monk,Human,Entrana
528,531,0.99341893,Brother Brace,Human,Tutorial Island,Brother Jered,Human,Edgeville Monastery
2379,3438,0.99341714,Lensa,Human,Jatizso Streets,Sassilik,Human,Jatizso
2379,3437,0.99341714,Lensa,Human,Jatizso Streets,Sassilik,Human,Rellekka
280,4060,0.9934145,Guard,Human,Varrock,Treznor,Human,Varrock
2385,4268,0.9934093,Lesser Fanatic,Human,Edgeville,Wesley,Human,Nardah
858,3969,0.9934002,Councillor Andrews,Human,Kourend Castle,Thrander,Human,Realm of Memories
658,840,0.9933974,Carol,Human,Sinclair Mansion,Cook,Human,Player-owned house or Servants' Guild
735,840,0.9933883,Chef Olivia,Human,Hosidius,Cook,Human,Player-owned house or Servants' Guild
2349,2878,0.99338543,Layleen,Human,Tai Bwo Wannai,Nurse Sarah,Human,West Ardougne
665,3270,0.9933759,Cart conductor,Dwarf,Dwarven Mine,Reinald,Dwarf,Keldagrim
842,2553,0.9933723,Cooky Weasel,Human,Rabbit Hole,Man,Human,Hosidius vinery
842,2552,0.9933723,Cooky Weasel,Human,Rabbit Hole,Man,Human,Catacombs of Kourend
1324,2086,0.99335545,Farmer,Human,Groats' farm,Jack,Human,Myths' Guild
1885,2086,0.99335545,Hans,Human,Lumbridge,Jack,Human,Myths' Guild
2552,3969,0.9933545,Man,Human,Catacombs of Kourend,Thrander,Human,Realm of Memories
2553,3969,0.9933545,Man,Human,Hosidius vinery,Thrander,Human,Realm of Memories
3177,3562,0.9933399,Quartermaster,Human,Tyras Camp,Shop assistant,Human,Lumbridge
429,3562,0.9933399,Billy Rehnison,Human,West Ardougne,Shop assistant,Human,Lumbridge
3648,3785,0.9933361,Siren,,,Squire (Veteran),Human,Void Knight Outpost boat
2526,4262,0.9933348,Mage of Zamorak,Human,Ourania Cave,Well-dressed man,Human,Aldarin
1345,4439,0.99333394,Father Reen,Human,Al Kharid,Zul-Onan,Human,Zul-Andra
1112,2058,0.99333286,Dwarven Boatman,Dwarf,Keldagrim,Inn Keeper,Dwarf,Keldagrim - The King's Axe Inn
2145,4018,0.9933286,Joe,Human,Fight Arena,Torrcs,Human,Varrock Museum
2145,2254,0.9933286,Joe,Human,Fight Arena,Kineer,Human,Catacombs of Kourend
463,4375,0.9933241,Blue Opal Secretary,Dwarf,Keldagrim,Yarsul,Dwarf,Mining Guild
4274,4375,0.9933241,White Chisel Secretary,Dwarf,Keldagrim,Yarsul,Dwarf,Mining Guild
3560,3561,0.9933198,Shop assistant,Human,Edgeville,Shop assistant,Human,Falador
3562,4268,0.9933163,Shop assistant,Human,Lumbridge,Wesley,Human,Nardah
3125,3639,0.99331534,Priest,Human,East Ardougne,Sir Rebral,Human,Falador
413,1960,0.9933146,Betty,Human,,Hild,Human,Burthorpe
412,1960,0.9933146,Betty,Human,Port Sarim,Hild,Human,Burthorpe
2081,3784,0.99331343,Ivy Sophista,Human,Taverley,Squire (Novice),Human,Void Knights' Outpost boat
2385,3562,0.9933076,Lesser Fanatic,Human,Edgeville,Shop assistant,Human,Lumbridge
4118,4375,0.99330264,Ulifed,Dwarf,Keldagrim,Yarsul,Dwarf,Mining Guild
2081,2573,0.9933019,Ivy Sophista,Human,Taverley,Marisi,Human,Hosidius
1023,3301,0.99330145,Donal,Dwarf,Miscellania and Etceteria Dungeon,Richard Flintmaul,Dwarf,
1023,2940,0.99330145,Donal,Dwarf,Miscellania and Etceteria Dungeon,Ordan,Dwarf,Keldagrim
1023,1115,0.99330145,Donal,Dwarf,Miscellania and Etceteria Dungeon,Dwarven Ferryman,Dwarf,Keldagrim
2971,3902,0.9932995,Oziach,Human,North-west Edgeville,Tea Seller,Human,Varrock
2973,3902,0.9932995,Oziach,Human,Blue Moon Inn,Tea Seller,Human,Varrock
2202,2216,0.99329114,Kamen,Dwarf,Underground Pass,Karl,Dwarf,Keldagrim
2869,2964,0.993291,Novice,Citizen of Arceuus,Arceuus church,Ouditor,Citizen of Arceuus,Arceuus
173,2964,0.99329066,Archeio,Citizen of Arceuus,Arceuus Library,Ouditor,Citizen of Arceuus,Arceuus
401,905,0.9932899,Belona,Dwarf,Mining Guild,Customer,Dwarf,Keldagrim Library
2678,2874,0.99328816,Miner,Dwarf,The Deeper Lode,Nurmof,Dwarf,Dwarven Mines
1950,3564,0.9932864,Hewey,Human,Lumbridge Swamp,Shop assistant,Human,Rimmington
1950,2146,0.9932864,Hewey,Human,Lumbridge Swamp,Joe,Human,Draynor Village jail
1836,2874,0.99327946,Gunslik,Dwarf,Western Keldagrim,Nurmof,Dwarf,Dwarven Mines
2161,2874,0.99327946,Jorra,Dwarf ( Imcando-descendant ),Lovakengj Assembly,Nurmof,Dwarf,Dwarven Mines
2874,3309,0.99327946,Nurmof,Dwarf,Dwarven Mines,Riki the sculptor's model,Dwarf,Keldagrim
1299,3966,0.9932647,Factory Manager,Dwarf,Keldagrim,Thorodin,Dwarf,Miscellania and Etceteria Dungeon
416,1376,0.9932591,Biblia,Citizen of Arceuus,Arceuus Library,Filamina,Citizen of Arceuus,Arceuus
1107,3301,0.9932463,Dwarf,Dwarf,Dwarven Mine,Richard Flintmaul,Dwarf,
1107,1115,0.9932463,Dwarf,Dwarf,Dwarven Mine,Dwarven Ferryman,Dwarf,Keldagrim
1107,2940,0.9932463,Dwarf,Dwarf,Dwarven Mine,Ordan,Dwarf,Keldagrim
1876,3497,0.9932432,Hamid,Human,Emir's Arena,Sergeant Tobyn,Human,Varrock Square
904,3428,0.9932381,Customer,Human,Keldagrim Library,Sarah,Human,South Falador Farm
3428,3522,0.9932379,Sarah,Human,South Falador Farm,Shayda,Human,Shayzien
2591,3428,0.9932379,Martha Rehnison,Human,West Ardougne,Sarah,Human,South Falador Farm
2222,3428,0.9932379,Kaylee,Human,Falador,Sarah,Human,South Falador Farm
3428,3987,0.9932379,Sarah,Human,South Falador Farm,Tina,Human,Falador
3428,3786,0.9932379,Sarah,Human,South Falador Farm,Squire,Human,Void Knight Outpost
2316,3428,0.9932379,Lady Servil,Human,Fight Arena,Sarah,Human,South Falador Farm
3969,4025,0.993232,Thrander,Human,Realm of Memories,Tourist,,"Civitas illa Fortis , Aldarin"
1854,4399,0.9932306,Habibah,Human,Nardah,Zahra,Human,Nardah
2600,3785,0.99322903,Mary,Human,Sinclair Mansion,Squire (Veteran),Human,Void Knight Outpost boat
2252,3596,0.99322706,Kilron,Human,West Ardougne,Sigbert the Adventurer,Human,At the end of Yanille Agility Dungeon.
1950,2086,0.99322605,Hewey,Human,Lumbridge Swamp,Jack,Human,Myths' Guild
318,3562,0.99322546,Banker,Human,Varrock,Shop assistant,Human,Lumbridge
660,2081,0.9932153,Caroline,Human,Witchaven,Ivy Sophista,Human,Taverley
2081,4286,0.9932151,Ivy Sophista,Human,Taverley,Willow,Human,South of Ice Mountain
2162,3275,0.9932078,Jorral,Human,Outpost,Reldo,Human,Varrock Palace Library
553,4034,0.9932016,Bunkdo,Gnome,Ape Atoll,Tracker gnome 3,Gnome,Battlefield
553,1531,0.9932016,Bunkdo,Gnome,Ape Atoll,G.L.O. Caranock,Gnome,Karamja Shipyard
553,4032,0.9932016,Bunkdo,Gnome,Ape Atoll,Tracker gnome 1,Gnome,Battlefield
553,4033,0.9932016,Bunkdo,Gnome,Ape Atoll,Tracker gnome 2,Gnome,Battlefield
915,1090,0.9932014,Daga,Monkey,Marim,Dugopul,Monkey,Ape Atoll
915,3684,0.9932014,Daga,Monkey,Marim,Sleeping Monkey,Monkey,Marim
289,2964,0.9931824,Banker,Citizen of Arceuus,Arceuus,Ouditor,Citizen of Arceuus,Arceuus
2632,3680,0.9931761,Meiyerditch miner,Human,Meiyerditch mine,Slave,Human,Daeyalt essence mine
1284,2063,0.9931716,Eve,Human,Taverley Dungeon,Irena,Human,Shantay Pass
700,796,0.9931557,Celyn,Elf,Prifddinas,Cleddyf,Elf,Prifddinas
928,2052,0.99314976,Dantaera,Human,Catherby,Inga,Human,Rellekka
700,882,0.9931495,Celyn,Elf,Prifddinas,Crefydd,Elf,Top floor of the Tower of Voices
416,3973,0.99314487,Biblia,Citizen of Arceuus,Arceuus Library,Thyria,Citizen of Arceuus,Arceuus
1206,2449,0.9931408,Ellis,Human,Al Kharid,Lord Daquarius,Human,Taverley Dungeon
1893,2580,0.9931375,Harold,Human,Burthorpe,Market Guard,,Port Roberts
2290,4026,0.99313676,Koftik,Human,Underground Pass West Ardougne,Tower Advisor,Human,Ranging Guild
1534,3128,0.99313056,Gabooty,Human,Tai Bwo Wannai,Priest,Human,West Ardougne
857,4361,0.99312425,Council workman,Human,Bridge leading to Rellekka,Xi_plzPetDogz_xiX,Human,South of Edgeville Monastery
203,372,0.9931172,Armourer (tier 4),Dwarf,Lovakengj,Barus,Dwarf,Lovakengj
100,2927,0.99311054,Alice the Camel,Camel,"Al Kharid , near Ellis ' tannery",Ollie the Camel,Camel,Al Kharid
2349,2651,0.99310386,Layleen,Human,Tai Bwo Wannai,Meskhenet,Human,Nardah
2116,2349,0.9930903,Jeed,Human,Emir's Arena,Layleen,Human,Tai Bwo Wannai
2058,2218,0.9930837,Inn Keeper,Dwarf,Keldagrim - The King's Axe Inn,Kaston,Dwarf,Shayzien
289,4095,0.9930695,Banker,Citizen of Arceuus,Arceuus,Tyss,Citizen of Arceuus,Great Kourend
289,2974,0.99306417,Banker,Citizen of Arceuus,Arceuus,Pagida,Citizen of Arceuus,Library Historical Archive
1688,4241,0.993057,Goblin Cook,Goblin,Goblin Village,Warmhandz,Goblin,Outside Lumbridge General Store
2666,2890,0.99304676,Miles,Human,Anywhere random events can occur,Obli,Human,Shilo Village
1641,1951,0.99304616,Giles,Human,Anywhere random events can occur,Hickton,Human,Catherby
596,1018,0.99304473,Candle maker,Human,Catherby,Dominic Onion,Human,"Nightmare Zone , north of Yanille"
1376,2705,0.993038,Filamina,Citizen of Arceuus,Arceuus,Mofina,Citizen of Arceuus,Lumbridge Castle
1376,2434,0.993038,Filamina,Citizen of Arceuus,Arceuus,Logosia,Citizen of Arceuus,Arceuus Library
1376,2039,0.993038,Filamina,Citizen of Arceuus,Arceuus,Imerominia,Citizen of Arceuus,Library Historical Archive
1376,1678,0.993038,Filamina,Citizen of Arceuus,Arceuus,Gnosi,Citizen of Arceuus,Mount Quidamortem
1376,2704,0.993038,Filamina,Citizen of Arceuus,Arceuus,Mofina,Citizen of Arceuus,Arceuus church
798,4025,0.99303454,Clerk,Human,Clan Hub,Tourist,,"Civitas illa Fortis , Aldarin"
3509,4265,0.99301565,Shadowy figure,Werewolf,Silvarea ( Cutscene only),Werewolf,Werewolf,Darkmeyer
3509,4266,0.99301565,Shadowy figure,Werewolf,Silvarea ( Cutscene only),Werewolf,Werewolf,Haunted Woods
1299,1836,0.9929873,Factory Manager,Dwarf,Keldagrim,Gunslik,Dwarf,Western Keldagrim
1299,2161,0.9929873,Factory Manager,Dwarf,Keldagrim,Jorra,Dwarf ( Imcando-descendant ),Lovakengj Assembly
1299,3309,0.9929873,Factory Manager,Dwarf,Keldagrim,Riki the sculptor's model,Dwarf,Keldagrim
952,4383,0.99298507,Dead Wolf,Mahjarrat,Weiss,Yellow Snow,Troll,Weiss
318,842,0.9929675,Banker,Human,Varrock,Cooky Weasel,Human,Rabbit Hole
842,2620,0.9929652,Cooky Weasel,Human,Rabbit Hole,Mazion,Human,Entrana sandpit
1876,2207,0.9929638,Hamid,Human,Emir's Arena,Karaday,Human,Tai Bwo Wannai
3425,4146,0.9929638,Santiri,Dwarf,Keldagrim,Utrec,Dwarf,Mining Guild
3163,3835,0.9929638,Pumpy,Dwarf,Blast Furnace,Stumpy,Dwarf,Blast Furnace
2146,3391,0.992959,Joe,Human,Draynor Village jail,Sailor,Human,Red Rock
3391,3564,0.992959,Sailor,Human,Red Rock,Shop assistant,Human,Rimmington
2367,3791,0.99295586,'Lecherous' Lee,Human,Pirates' Cove,Squire,Human,Void Knight Outpost
553,1548,0.9929552,Bunkdo,Gnome,Ape Atoll,Gardener,Gnome,No
2565,3401,0.9929496,Marcus,Human,Auburnvale,Salvager,Human,Salvager Overlook
787,3594,0.99294263,Civilian,Human,West Ardougne,Sid,Human,Mansion in a faraway island.
798,2553,0.9929353,Clerk,Human,Clan Hub,Man,Human,Hosidius vinery
798,2552,0.9929353,Clerk,Human,Clan Hub,Man,Human,Catacombs of Kourend
1951,3575,0.9929288,Hickton,Human,Catherby,Shop keeper,Human,Port Khazard
1951,2244,0.9929288,Hickton,Human,Catherby,Khazard Barman,Human,South-western corner of the Fight Arena
1863,1951,0.9929288,Hajedy,Human,Brimhaven,Hickton,Human,Catherby
2071,3998,0.99292016,Isadora,Human,Auburnvale,Toch,Human,Auburn Valley
747,2071,0.99292016,Child,,Auburnvale,Isadora,Human,Auburnvale
1235,2947,0.9929188,Enel,Elf,Prifddinas,Orophin,Elf,Prifddinas
2502,3443,0.9929185,Lunami,Human,Auburnvale,Sawmill Operator,Human,Auburnvale
180,2502,0.99291795,Arcuani,Human,Tal Teklan,Lunami,Human,Auburnvale
1145,1824,0.9928989,Efa,Elf,Prifddinas,Guinevere,Elf,Prifddinas
1695,4268,0.9928927,Godric,Human,Troll Stronghold prison,Wesley,Human,Nardah
1026,2318,0.99288726,Donie,Human,North-east of Lumbridge General Store,Lady Table,Human,Temple Knight Training Grounds
106,2318,0.99288726,Alrena,Human,East Ardougne,Lady Table,Human,Temple Knight Training Grounds
2318,2460,0.99288726,Lady Table,Human,Temple Knight Training Grounds,Lorelai,Human,"Warriors' Guild , basement"
1642,2318,0.99288726,Gileth,Human,Tree Gnome Village,Lady Table,Human,Temple Knight Training Grounds
1025,2318,0.99288726,Donie,Human,In and around Lumbridge,Lady Table,Human,Temple Knight Training Grounds
410,3564,0.9928782,Bert,Human,Yanille,Shop assistant,Human,Rimmington
410,2146,0.9928782,Bert,Human,Yanille,Joe,Human,Draynor Village jail
230,1672,0.99287724,Assistant Le Smith,Gnome,Tree Gnome Stronghold,Gnome soldier,Gnome,Battle of Atarisundri
3241,3242,0.99287546,Rebel Scout,Elf,Outside Lletya,Rebel Warrior,Elf,Lletya Underground Pass
2300,2964,0.99287486,Krato,Citizen of Arceuus,Library Historical Archive,Ouditor,Citizen of Arceuus,Arceuus
1165,3378,0.9928734,Elder Gnome child,Gnome,Tree Gnome Stronghold,Sacrifice,Gnome,Zul-Andra
2320,2934,0.9928626,Lady Vulcana Lovakengj,Dwarf ( Imcando-descendant ),Lovakengj,Operator,Dwarf ( Imcando-descendant ),Blast mine
450,3843,0.992851,Blast Furnace Foreman,Dwarf,Keldagrim,Sune,Dwarf,Keldagrim
450,1111,0.992851,Blast Furnace Foreman,Dwarf,Keldagrim,Dwarf,Dwarf,Dorgesh-Kaan–Keldagrim train system
1265,3020,0.9928493,Ermin,Gnome,Tree Gnome Stronghold,Perrdur,Gnome,Grand Tree
1143,3020,0.9928493,Eebel,Gnome,Tree Gnome Stronghold,Perrdur,Gnome,Grand Tree
1000,3428,0.99284816,Disappointed mother,Human,Varrock,Sarah,Human,South Falador Farm
356,1538,0.9928381,Bartender,Human,Yanille,Galahad,Human,Near McGrubor's Wood
230,1658,0.9928143,Assistant Le Smith,Gnome,Tree Gnome Stronghold,Gnome,Gnome,Taverley
230,1673,0.9928142,Assistant Le Smith,Gnome,Tree Gnome Stronghold,Gnome trainer,Gnome,Tree Gnome Stronghold
1548,4032,0.99280965,Gardener,Gnome,No,Tracker gnome 1,Gnome,Battlefield
1548,4034,0.99280965,Gardener,Gnome,No,Tracker gnome 3,Gnome,Battlefield
1548,4033,0.99280965,Gardener,Gnome,No,Tracker gnome 2,Gnome,Battlefield
1531,1548,0.99280965,G.L.O. Caranock,Gnome,Karamja Shipyard,Gardener,Gnome,No
3217,4091,0.9928063,Ranger (medium),Human,Paterdomus,Two-pints,Human,"Flying Horse Inn , East Ardougne"
1165,4438,0.99280363,Elder Gnome child,Gnome,Tree Gnome Stronghold,Zul-Gutusolly,Gnome,Zul-Andra
634,2574,0.99279106,Captain Malleta,Human,Ghorrock Dungeon,Marissa,Human,Varrock Palace
1997,4303,0.99276876,Hugh,Human,Salvager Overlook,Wistan,Human,Burthorpe
423,2246,0.99276733,BigRedJapan,Human,Rooftop Agility Courses,Khazard Guard,Human,Fight Arena
2408,3428,0.9927567,Ling,Human,,Sarah,Human,South Falador Farm
3651,3654,0.9927521,Sister Naoj,Human,Sisterhood Sanctuary,Sister Senga,Human,Sisterhood Sanctuary
3650,3654,0.9927521,Sister Aseret,Human,Sisterhood Sanctuary,Sister Senga,Human,Sisterhood Sanctuary
3652,3654,0.9927521,Sister Salohcin,Human,Sisterhood Sanctuary,Sister Senga,Human,Sisterhood Sanctuary
1860,2068,0.9927416,Hairdresser,Human,Falador,Ironman tutor,Human,Lumbridge
